title,url,sources,notes,appears_in,appears_in_url
"Renewable electricity capacity growth in China, main case, 2005-2028",https://www.iea.org/data-and-statistics/charts/renewable-electricity-capacity-growth-in-china-main-case-2005-2028,,Capacity additions refer to net additions.,Renewables 2023,https://www.iea.org/reports/renewables-2023
"Share of renewable electricity generation by technology, 2000-2028",https://www.iea.org/data-and-statistics/charts/share-of-renewable-electricity-generation-by-technology-2000-2028,,"Electricity generation from wind and solar PV indicate potential generation including current curtailment rates. However, it does not project future curtailment of wind and solar PV, which may be significant in a few countries by 2028.",Renewables 2023,https://www.iea.org/reports/renewables-2023
Global historical and forecast production of biogases and Net Zero Emissions Scenario target for 2030,https://www.iea.org/data-and-statistics/charts/global-historical-and-forecast-production-of-biogases-and-net-zero-emissions-scenario-target-for-2030,,NZE= Net Zero Emissions by 2050 Scenario.,Renewables 2023,https://www.iea.org/reports/renewables-2023
"Increases in renewable heat consumption and cumulative heat-related CO2 emissions in selected regions, 2023-2028",https://www.iea.org/data-and-statistics/charts/increases-in-renewable-heat-consumption-and-cumulative-heat-related-co2-emissions-in-selected-regions-2023-2028,,Ambient heat from heat pumps used in the industry sector is not accounted for due to limited data availability.,Renewables 2023,https://www.iea.org/reports/renewables-2023
"Global historical production and forecast of biogases, 2010-2028",https://www.iea.org/data-and-statistics/charts/global-historical-production-and-forecast-of-biogases-2010-2028,,,Renewables 2023,https://www.iea.org/reports/renewables-2023
"Main uses of biogases for selected countries and regions, 2021",https://www.iea.org/data-and-statistics/charts/main-uses-of-biogases-for-selected-countries-and-regions-2021,,,Renewables 2023,https://www.iea.org/reports/renewables-2023
"Increases in global renewable heat consumption and shares of renewables in heat demand by sector, outlook and Net Zero Scenario, 2017-2028",https://www.iea.org/data-and-statistics/charts/increases-in-global-renewable-heat-consumption-and-shares-of-renewables-in-heat-demand-by-sector-outlook-and-net-zero-scenario-2017-2028,,NZE= Net Zero Emissions by 2050 Scenario. Ambient heat from heat pumps used in the industry sector is not accounted for due to limited data availability.,Renewables 2023,https://www.iea.org/reports/renewables-2023
Cumulative renewable electricity capacity in the main and accelerated cases and Net Zero Scenario,https://www.iea.org/data-and-statistics/charts/cumulative-renewable-electricity-capacity-in-the-main-and-accelerated-cases-and-net-zero-scenario,"IEA analysis based on IEA (2023), Net Zero Roadmap: A Global Pathway to Keep the 1.5°C Goal in Reach (https://www.iea.org/reports/net-zero-roadmap-a-global-pathway-to-keep-the-15-0c-goal-in-reach); IEA (2023),World Energy Outlook 2023 (https://www.iea.org/reports/world-energy-outlook-2023).","Solar PV and wind include capacity dedicated to hydrogen production. NZE = IEA Net Zero Scenario Emissions by 2050. 2022 are historical values, 2023 is an estimated value and 2023-2027 are main case values.",Renewables 2023,https://www.iea.org/reports/renewables-2023
"Global energy intensity, 1990 versus 2021",https://www.iea.org/data-and-statistics/charts/global-energy-intensity-1990-versus-2021,,,,
"Estimated savings of final energy use in IEA countries, 2000-2021",https://www.iea.org/data-and-statistics/charts/estimated-savings-of-final-energy-use-in-iea-countries-2000-2021,,,,
"Global renewable heat consumption and share of renewables in total heat consumption, 2015-2028",https://www.iea.org/data-and-statistics/charts/global-renewable-heat-consumption-and-share-of-renewables-in-total-heat-consumption-2015-2028,,Ambient heat harnessed by heat pumps corresponds to the buildings sector only on this figure. Ambient heat harnessed by heat pumps in the industry sector is not accounted for due to limited data availability.,Renewables 2023,https://www.iea.org/reports/renewables-2023
"Decomposition of change in IEA total final energy use, 2000-2021",https://www.iea.org/data-and-statistics/charts/decomposition-of-change-in-iea-total-final-energy-use-2000-2021,,,,
"Growth in regional petrochemicals capacity, 2019-2024",https://www.iea.org/data-and-statistics/charts/growth-in-regional-petrochemicals-capacity-2019-2024,"IEA (2023), Oil 2023, https://www.iea.org/reports/oil-2023.",,China’s petrochemical surge is driving global oil demand growth,https://www.iea.org/commentaries/china-s-petrochemical-surge-is-driving-global-oil-demand-growth
Growth in regional demand for oil-based petrochemical feedstocks since 2019,https://www.iea.org/data-and-statistics/charts/growth-in-regional-demand-for-oil-based-petrochemical-feedstocks-since-2019,"IEA (2023), Oil Market Report - December 2023, (accessed 14 December 2023), https://www.iea.org/reports/oil-market-report-december-2023.",,China’s petrochemical surge is driving global oil demand growth,https://www.iea.org/commentaries/china-s-petrochemical-surge-is-driving-global-oil-demand-growth
"Global and Chinese quarterly oil demand, 2017-2024",https://www.iea.org/data-and-statistics/charts/global-and-chinese-quarterly-oil-demand-2017-2024,"IEA (2023), Oil Market Report - December 2023, (accessed 14 December 2023), https://www.iea.org/reports/oil-market-report-december-2023.",,China’s petrochemical surge is driving global oil demand growth,https://www.iea.org/commentaries/china-s-petrochemical-surge-is-driving-global-oil-demand-growth
"Five-year biofuel demand growth for advanced and emerging economies, main case, 2011-2028",https://www.iea.org/data-and-statistics/charts/five-year-biofuel-demand-growth-for-advanced-and-emerging-economies-main-case-2011-2028,,,Renewables 2023,https://www.iea.org/reports/renewables-2023
"Biojet fuel five-year growth in demand and capacity additions, main and accelerated cases, 2023-2028",https://www.iea.org/data-and-statistics/charts/biojet-fuel-five-year-growth-in-demand-and-capacity-additions-main-and-accelerated-cases-2023-2028,"IEA, capacity estimates adapted from Argus and S&P data, and company announcements",,Renewables 2023,https://www.iea.org/reports/renewables-2023
"Biofuel demand growth by forecast versus Net Zero Scenario, 2017-2030",https://www.iea.org/data-and-statistics/charts/biofuel-demand-growth-by-forecast-versus-net-zero-scenario-2017-2030,"IEA (2023), Net Zero Roadmap: A Global Pathway to Keep the 1.5°C Goal in Reach, https://www.iea.org/reports/net-zero-roadmap-a-global-pathway-to-keep-the-15-0c-goal-in-reach.",NZE = IEA Net Zero Emissions by 2050 Scenario.,Renewables 2023,https://www.iea.org/reports/renewables-2023
"Renewable capacity growth by technology, main and accelerated cases, 2005-2028",https://www.iea.org/data-and-statistics/charts/renewable-capacity-growth-by-technology-main-and-accelerated-cases-2005-2028,,CSP = Concentrated solar power. Capacity additions refer to net additions.,Renewables 2023,https://www.iea.org/reports/renewables-2023
"Global renewable energy auction results by region, 2019-2023",https://www.iea.org/data-and-statistics/charts/global-renewable-energy-auction-results-by-region-2019-2023,,Asia and Pacific values excludes China.,Renewables 2023,https://www.iea.org/reports/renewables-2023
"Global renewable energy auction results by technology, 2019-2023",https://www.iea.org/data-and-statistics/charts/global-renewable-energy-auction-results-by-technology-2019-2023,,,Renewables 2023,https://www.iea.org/reports/renewables-2023
"Global biofuel demand, historical, main and accelerated case, 2016-2028",https://www.iea.org/data-and-statistics/charts/global-biofuel-demand-historical-main-and-accelerated-case-2016-2028,,,Renewables 2023,https://www.iea.org/reports/renewables-2023
"Biofuels and renewable electricity avoided oil demand in transport, main case, 2022-2028",https://www.iea.org/data-and-statistics/charts/biofuels-and-renewable-electricity-avoided-oil-demand-in-transport-main-case-2022-2028,"IEA (2023), Global EV Outlook 2023, https://www.iea.org/reports/global-ev-outlook-2023.","Electric vehicle renewable electricity use is consistent with our main case renewable electricity forecast. Avoided oil demand for electric vehicles accounts for the higher energy efficiency of electric vehicles compared with combustion vehicles. Electricity use for cars, trucks, vans and buses is included, but rail transport is not.",Renewables 2023,https://www.iea.org/reports/renewables-2023
"Forecast implicit subsidy ranges in the main case and historical averages, 2023-2028",https://www.iea.org/data-and-statistics/charts/forecast-implicit-subsidy-ranges-in-the-main-case-and-historical-averages-2023-2028,,"The blended cost is the total value of biodiesel/renewable diesel with conventional diesel. Implicit subsidies are calculated by subtracting the diesel price from the blended cost. Historical ranges are based on average annual maximum and minimum implicit subsidies between 2010 and 2023. Future diesel prices are equal to average prices between 2010 to 2023, whereas future biofuel prices are based on estimated production costs using forecast feedstock prices from the OECD-FAO Agricultural Outlook 2023-2032, https://www.oecd.org/publications/oecd-fao-agricultural-outlook-19991142.htm.",Renewables 2023,https://www.iea.org/reports/renewables-2023
"Inflation in selected regions, January 2015 to October 2023",https://www.iea.org/data-and-statistics/charts/inflation-in-selected-regions-january-2015-to-october-2023,"IEA analysis based on data from Federal Reserve Bank, Eurostat, and UK Office for National Statistics.",,Financial headwinds for renewables investors: What’s the way forward?,https://www.iea.org/commentaries/financial-headwinds-for-renewables-investors-what-s-the-way-forward
