category,title,url,embedding,subtitle
Causes of Death,Death rate from drowning,https://ourworldindata.org/grapher/drowning-death-rates,"<iframe src=""https://ourworldindata.org/grapher/drowning-death-rates?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from drowning,https://ourworldindata.org/grapher/death-rate-from-drowning,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-drowning?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from drowning,https://ourworldindata.org/grapher/death-rate-from-drowning-ghe,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-drowning-ghe?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from falls,https://ourworldindata.org/grapher/death-rate-from-falls,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-falls?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from falls,https://ourworldindata.org/grapher/death-rate-from-falls-gbd,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-falls-gbd?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from falls,https://ourworldindata.org/grapher/death-rate-from-falls-gbd-rate,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-falls-gbd-rate?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from fires and burns,https://ourworldindata.org/grapher/fire-death-rates,"<iframe src=""https://ourworldindata.org/grapher/fire-death-rates?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from fires and burns,https://ourworldindata.org/grapher/death-rate-from-fires-and-burns-ihme,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-fires-and-burns-ihme?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from fires and burns,https://ourworldindata.org/grapher/death-rate-from-fires-and-burns-who,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-fires-and-burns-who?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from high blood sugar,https://ourworldindata.org/grapher/death-rates-from-high-blood-sugar,"<iframe src=""https://ourworldindata.org/grapher/death-rates-from-high-blood-sugar?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from high blood sugar,https://ourworldindata.org/grapher/death-rates-from-high-blood-sugar-gbd,"<iframe src=""https://ourworldindata.org/grapher/death-rates-from-high-blood-sugar-gbd?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from hypertension,https://ourworldindata.org/grapher/death-rates-from-high-blood-pressure,"<iframe src=""https://ourworldindata.org/grapher/death-rates-from-high-blood-pressure?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from hypertension,https://ourworldindata.org/grapher/death-rates-from-high-blood-pressure-gbd,"<iframe src=""https://ourworldindata.org/grapher/death-rates-from-high-blood-pressure-gbd?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from indoor air pollution,https://ourworldindata.org/grapher/death-rates-from-indoor-air-pollution-gbd,"<iframe src=""https://ourworldindata.org/grapher/death-rates-from-indoor-air-pollution-gbd?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from indoor air pollution in 1990 vs. 2019,https://ourworldindata.org/grapher/death-rate-indoor-pollution-1990-2017,"<iframe src=""https://ourworldindata.org/grapher/death-rate-indoor-pollution-1990-2017?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from infectious diseases,https://ourworldindata.org/grapher/infectious-disease-death-rates,"<iframe src=""https://ourworldindata.org/grapher/infectious-disease-death-rates?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from infectious diseases,https://ourworldindata.org/grapher/infectious-disease-death-rates-gbd,"<iframe src=""https://ourworldindata.org/grapher/infectious-disease-death-rates-gbd?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from liver disease,https://ourworldindata.org/grapher/death-rate-from-liver-disease,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-liver-disease?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from liver disease,https://ourworldindata.org/grapher/death-rate-from-liver-disease-gbd,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-liver-disease-gbd?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from malnutrition,https://ourworldindata.org/grapher/death-rate-from-malnutrition,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-malnutrition?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from malnutrition,https://ourworldindata.org/grapher/death-rate-from-malnutrition-ghe,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-malnutrition-ghe?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from meningitis,https://ourworldindata.org/grapher/death-rate-from-meningitis,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-meningitis?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from meningitis,https://ourworldindata.org/grapher/death-rate-from-meningitis-gbd,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-meningitis-gbd?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from meningitis,https://ourworldindata.org/grapher/death-rate-from-meningitis-who,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-meningitis-who?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from obesity,https://ourworldindata.org/grapher/death-rate-from-obesity-gbd,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-obesity-gbd?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from pneumonia,https://ourworldindata.org/grapher/pneumonia-death-rates-age-standardized,"<iframe src=""https://ourworldindata.org/grapher/pneumonia-death-rates-age-standardized?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from pneumonia,https://ourworldindata.org/grapher/death-rate-from-pneumonia-gbd,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-pneumonia-gbd?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from pneumonia,https://ourworldindata.org/grapher/death-rate-from-pneumonia-ghe,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-pneumonia-ghe?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from poisoning,https://ourworldindata.org/grapher/death-rate-from-poisoning,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-poisoning?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from poisoning,https://ourworldindata.org/grapher/death-rate-from-poisoning-gbd,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-poisoning-gbd?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from poisoning,https://ourworldindata.org/grapher/death-rate-from-poisoning-ghe,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-poisoning-ghe?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from pregnancy or maternal conditions,https://ourworldindata.org/grapher/death-rate-from-maternal-disorders,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-maternal-disorders?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from pregnancy or maternal conditions,https://ourworldindata.org/grapher/death-rate-from-maternal-disorders-ihme,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-maternal-disorders-ihme?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from respiratory infections,https://ourworldindata.org/grapher/death-rate-from-respiratory-infections,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-respiratory-infections?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from respiratory infections,https://ourworldindata.org/grapher/death-rate-from-respiratory-infections-gbd,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-respiratory-infections-gbd?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from road accidents for 15- to 49-year olds,https://ourworldindata.org/grapher/death-rate-from-road-accidents-for-15--to-49-year-olds,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-road-accidents-for-15--to-49-year-olds?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from road injuries,https://ourworldindata.org/grapher/death-rates-road-incidents,"<iframe src=""https://ourworldindata.org/grapher/death-rates-road-incidents?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from road injuries,https://ourworldindata.org/grapher/death-rate-from-road-accidents,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-road-accidents?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from road injuries,https://ourworldindata.org/grapher/death-rate-from-road-accidents-ghe,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-road-accidents-ghe?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from secondhand smoke,https://ourworldindata.org/grapher/death-rate-from-secondhand-smoke,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-secondhand-smoke?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from secondhand smoke,https://ourworldindata.org/grapher/death-rate-from-secondhand-smoke-gbd,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-secondhand-smoke-gbd?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from smoking,https://ourworldindata.org/grapher/death-rate-from-smoking,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-smoking?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Causes of Death,Death rate from smoking by age,https://ourworldindata.org/grapher/death-rates-smoking-age,"<iframe src=""https://ourworldindata.org/grapher/death-rates-smoking-age?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
